,Tag,Name,Keyword,VR,VM,Unnamed: 5
1599,"(0020,930B)",Volume to Transducer Relationship,VolumeToTransducerRelationship,CS,1,
1600,"(0020,930C)",Patient Frame of Reference Source,PatientFrameOfReferenceSource,CS,1,
1601,"(0020,930D)",Temporal Position Time Offset,TemporalPositionTimeOffset,FD,1,
1602,"(0020,930E)",Plane Position (Volume) Sequence,PlanePositionVolumeSequence,SQ,1,
1603,"(0020,930F)",Plane Orientation (Volume) Sequence,PlaneOrientationVolumeSequence,SQ,1,
1604,"(0020,9310)",Temporal Position Sequence,TemporalPositionSequence,SQ,1,
1605,"(0020,9311)",Dimension Organization Type,DimensionOrganizationType,CS,1,
1606,"(0020,9312)",Volume Frame of Reference UID,VolumeFrameOfReferenceUID,UI,1,
1607,"(0020,9313)",Table Frame of Reference UID,TableFrameOfReferenceUID,UI,1,
1608,"(0020,9421)",Dimension Description Label,DimensionDescriptionLabel,LO,1,
1609,"(0020,9450)",Patient Orientation in Frame Sequence,PatientOrientationInFrameSequence,SQ,1,
1610,"(0020,9453)",Frame Label,FrameLabel,LO,1,
1611,"(0020,9518)",Acquisition Index,AcquisitionIndex,US,1-n,
1612,"(0020,9529)",Contributing SOP Instances Reference Sequence,ContributingSOPInstancesReferenceSequence,SQ,1,
1613,"(0020,9536)",Reconstruction Index,ReconstructionIndex,US,1,
1614,"(0022,0001)",Light Path Filter Pass-Through Wavelength,LightPathFilterPassThroughWavelength,US,1,
1615,"(0022,0002)",Light Path Filter Pass Band,LightPathFilterPassBand,US,2,
1616,"(0022,0003)",Image Path Filter Pass-Through Wavelength,ImagePathFilterPassThroughWavelength,US,1,
1617,"(0022,0004)",Image Path Filter Pass Band,ImagePathFilterPassBand,US,2,
1618,"(0022,0005)",Patient Eye Movement Commanded,PatientEyeMovementCommanded,CS,1,
1619,"(0022,0006)",Patient Eye Movement Command Code Sequence,PatientEyeMovementCommandCodeSequence,SQ,1,
1620,"(0022,0007)",Spherical Lens Power,SphericalLensPower,FL,1,
1621,"(0022,0008)",Cylinder Lens Power,CylinderLensPower,FL,1,
1622,"(0022,0009)",Cylinder Axis,CylinderAxis,FL,1,
1623,"(0022,000A)",Emmetropic Magnification,EmmetropicMagnification,FL,1,
1624,"(0022,000B)",Intra Ocular Pressure,IntraOcularPressure,FL,1,
1625,"(0022,000C)",Horizontal Field of View,HorizontalFieldOfView,FL,1,
1626,"(0022,000D)",Pupil Dilated,PupilDilated,CS,1,
1627,"(0022,000E)",Degree of Dilation,DegreeOfDilation,FL,1,
1628,"(0022,0010)",Stereo Baseline Angle,StereoBaselineAngle,FL,1,
1629,"(0022,0011)",Stereo Baseline Displacement,StereoBaselineDisplacement,FL,1,
1630,"(0022,0012)",Stereo Horizontal Pixel Offset,StereoHorizontalPixelOffset,FL,1,
1631,"(0022,0013)",Stereo Vertical Pixel Offset,StereoVerticalPixelOffset,FL,1,
1632,"(0022,0014)",Stereo Rotation,StereoRotation,FL,1,
1633,"(0022,0015)",Acquisition Device Type Code Sequence,AcquisitionDeviceTypeCodeSequence,SQ,1,
1634,"(0022,0016)",Illumination Type Code Sequence,IlluminationTypeCodeSequence,SQ,1,
1635,"(0022,0017)",Light Path Filter Type Stack Code Sequence,LightPathFilterTypeStackCodeSequence,SQ,1,
1636,"(0022,0018)",Image Path Filter Type Stack Code Sequence,ImagePathFilterTypeStackCodeSequence,SQ,1,
1637,"(0022,0019)",Lenses Code Sequence,LensesCodeSequence,SQ,1,
1638,"(0022,001A)",Channel Description Code Sequence,ChannelDescriptionCodeSequence,SQ,1,
1639,"(0022,001B)",Refractive State Sequence,RefractiveStateSequence,SQ,1,
1640,"(0022,001C)",Mydriatic Agent Code Sequence,MydriaticAgentCodeSequence,SQ,1,
1641,"(0022,001D)",Relative Image Position Code Sequence,RelativeImagePositionCodeSequence,SQ,1,
1642,"(0022,001E)",Camera Angle of View,CameraAngleOfView,FL,1,
1643,"(0022,0020)",Stereo Pairs Sequence,StereoPairsSequence,SQ,1,
1644,"(0022,0021)",Left Image Sequence,LeftImageSequence,SQ,1,
1645,"(0022,0022)",Right Image Sequence,RightImageSequence,SQ,1,
1646,"(0022,0028)",Stereo Pairs Present,StereoPairsPresent,CS,1,
1647,"(0022,0030)",Axial Length of the Eye,AxialLengthOfTheEye,FL,1,
1648,"(0022,0031)",Ophthalmic Frame Location Sequence,OphthalmicFrameLocationSequence,SQ,1,
1649,"(0022,0032)",Reference Coordinates,ReferenceCoordinates,FL,2-2n,
1650,"(0022,0035)",Depth Spatial Resolution,DepthSpatialResolution,FL,1,
1651,"(0022,0036)",Maximum Depth Distortion,MaximumDepthDistortion,FL,1,
1652,"(0022,0037)",Along-scan Spatial Resolution,AlongScanSpatialResolution,FL,1,
1653,"(0022,0038)",Maximum Along-scan Distortion,MaximumAlongScanDistortion,FL,1,
1654,"(0022,0039)",Ophthalmic Image Orientation,OphthalmicImageOrientation,CS,1,
1655,"(0022,0041)",Depth of Transverse Image,DepthOfTransverseImage,FL,1,
1656,"(0022,0042)",Mydriatic Agent Concentration Units Sequence,MydriaticAgentConcentrationUnitsSequence,SQ,1,
1657,"(0022,0048)",Across-scan Spatial Resolution,AcrossScanSpatialResolution,FL,1,
1658,"(0022,0049)",Maximum Across-scan Distortion,MaximumAcrossScanDistortion,FL,1,
1659,"(0022,004E)",Mydriatic Agent Concentration,MydriaticAgentConcentration,DS,1,
1660,"(0022,0055)",Illumination Wave Length,IlluminationWaveLength,FL,1,
1661,"(0022,0056)",Illumination Power,IlluminationPower,FL,1,
1662,"(0022,0057)",Illumination Bandwidth,IlluminationBandwidth,FL,1,
1663,"(0022,0058)",Mydriatic Agent Sequence,MydriaticAgentSequence,SQ,1,
1664,"(0022,1007)",Ophthalmic Axial Measurements Right Eye Sequence,OphthalmicAxialMeasurementsRightEyeSequence,SQ,1,
1665,"(0022,1008)",Ophthalmic Axial Measurements Left Eye Sequence,OphthalmicAxialMeasurementsLeftEyeSequence,SQ,1,
1666,"(0022,1009)",Ophthalmic Axial Measurements Device Type,OphthalmicAxialMeasurementsDeviceType,CS,1,
1667,"(0022,1010)",Ophthalmic Axial Length Measurements Type,OphthalmicAxialLengthMeasurementsType,CS,1,
1668,"(0022,1012)",Ophthalmic Axial Length Sequence,OphthalmicAxialLengthSequence,SQ,1,
1669,"(0022,1019)",Ophthalmic Axial Length,OphthalmicAxialLength,FL,1,
1670,"(0022,1024)",Lens Status Code Sequence,LensStatusCodeSequence,SQ,1,
1671,"(0022,1025)",Vitreous Status Code Sequence,VitreousStatusCodeSequence,SQ,1,
1672,"(0022,1028)",IOL Formula Code Sequence,IOLFormulaCodeSequence,SQ,1,
1673,"(0022,1029)",IOL Formula Detail,IOLFormulaDetail,LO,1,
1674,"(0022,1033)",Keratometer Index,KeratometerIndex,FL,1,
1675,"(0022,1035)",Source of Ophthalmic Axial Length Code Sequence,SourceOfOphthalmicAxialLengthCodeSequence,SQ,1,
1676,"(0022,1036)",Source of Corneal Size Data Code Sequence,SourceOfCornealSizeDataCodeSequence,SQ,1,
1677,"(0022,1037)",Target Refraction,TargetRefraction,FL,1,
1678,"(0022,1039)",Refractive Procedure Occurred,RefractiveProcedureOccurred,CS,1,
1679,"(0022,1040)",Refractive Surgery Type Code Sequence,RefractiveSurgeryTypeCodeSequence,SQ,1,
1680,"(0022,1044)",Ophthalmic Ultrasound Method Code Sequence,OphthalmicUltrasoundMethodCodeSequence,SQ,1,
1681,"(0022,1045)",Surgically Induced Astigmatism Sequence,SurgicallyInducedAstigmatismSequence,SQ,1,
1682,"(0022,1046)",Type of Optical Correction,TypeOfOpticalCorrection,CS,1,
1683,"(0022,1047)",Toric IOL Power Sequence,ToricIOLPowerSequence,SQ,1,
1684,"(0022,1048)",Predicted Toric Error Sequence,PredictedToricErrorSequence,SQ,1,
1685,"(0022,1049)",Pre-Selected for Implantation,PreSelectedForImplantation,CS,1,
1686,"(0022,104A)",Toric IOL Power for Exact Emmetropia Sequence,ToricIOLPowerForExactEmmetropiaSequence,SQ,1,
1687,"(0022,104B)",Toric IOL Power for Exact Target Refraction Sequence,ToricIOLPowerForExactTargetRefractionSequence,SQ,1,
1688,"(0022,1050)",Ophthalmic Axial Length Measurements Sequence,OphthalmicAxialLengthMeasurementsSequence,SQ,1,
1689,"(0022,1053)",IOL Power,IOLPower,FL,1,
1690,"(0022,1054)",Predicted Refractive Error,PredictedRefractiveError,FL,1,
1691,"(0022,1059)",Ophthalmic Axial Length Velocity,OphthalmicAxialLengthVelocity,FL,1,
1692,"(0022,1065)",Lens Status Description,LensStatusDescription,LO,1,
1693,"(0022,1066)",Vitreous Status Description,VitreousStatusDescription,LO,1,
1694,"(0022,1090)",IOL Power Sequence,IOLPowerSequence,SQ,1,
1695,"(0022,1092)",Lens Constant Sequence,LensConstantSequence,SQ,1,
1696,"(0022,1093)",IOL Manufacturer,IOLManufacturer,LO,1,
1697,"(0022,1094)",Lens Constant Description,LensConstantDescription,LO,1,RET (2011)
1698,"(0022,1095)",Implant Name,ImplantName,LO,1,
1699,"(0022,1096)",Keratometry Measurement Type Code Sequence,KeratometryMeasurementTypeCodeSequence,SQ,1,
1700,"(0022,1097)",Implant Part Number,ImplantPartNumber,LO,1,
1701,"(0022,1100)",Referenced Ophthalmic Axial Measurements Sequence,ReferencedOphthalmicAxialMeasurementsSequence,SQ,1,
1702,"(0022,1101)",Ophthalmic Axial Length Measurements Segment Name Code Sequence,OphthalmicAxialLengthMeasurementsSegmentNameCodeSequence,SQ,1,
1703,"(0022,1103)",Refractive Error Before Refractive Surgery Code Sequence,RefractiveErrorBeforeRefractiveSurgeryCodeSequence,SQ,1,
1704,"(0022,1121)",IOL Power For Exact Emmetropia,IOLPowerForExactEmmetropia,FL,1,
1705,"(0022,1122)",IOL Power For Exact Target Refraction,IOLPowerForExactTargetRefraction,FL,1,
1706,"(0022,1125)",Anterior Chamber Depth Definition Code Sequence,AnteriorChamberDepthDefinitionCodeSequence,SQ,1,
1707,"(0022,1127)",Lens Thickness Sequence,LensThicknessSequence,SQ,1,
1708,"(0022,1128)",Anterior Chamber Depth Sequence,AnteriorChamberDepthSequence,SQ,1,
1709,"(0022,112A)",Calculation Comment Sequence,CalculationCommentSequence,SQ,1,
1710,"(0022,112B)",Calculation Comment Type,CalculationCommentType,CS,1,
1711,"(0022,112C)",Calculation Comment,CalculationComment,LT,1,
1712,"(0022,1130)",Lens Thickness,LensThickness,FL,1,
1713,"(0022,1131)",Anterior Chamber Depth,AnteriorChamberDepth,FL,1,
1714,"(0022,1132)",Source of Lens Thickness Data Code Sequence,SourceOfLensThicknessDataCodeSequence,SQ,1,
1715,"(0022,1133)",Source of Anterior Chamber Depth Data Code Sequence,SourceOfAnteriorChamberDepthDataCodeSequence,SQ,1,
1716,"(0022,1134)",Source of Refractive Measurements Sequence,SourceOfRefractiveMeasurementsSequence,SQ,1,
1717,"(0022,1135)",Source of Refractive Measurements Code Sequence,SourceOfRefractiveMeasurementsCodeSequence,SQ,1,
1718,"(0022,1140)",Ophthalmic Axial Length Measurement Modified,OphthalmicAxialLengthMeasurementModified,CS,1,
1719,"(0022,1150)",Ophthalmic Axial Length Data Source Code Sequence,OphthalmicAxialLengthDataSourceCodeSequence,SQ,1,
1720,"(0022,1153)",Ophthalmic Axial Length Acquisition Method Code Sequence,OphthalmicAxialLengthAcquisitionMethodCodeSequence,SQ,1,RET (2011)
1721,"(0022,1155)",Signal to Noise Ratio,SignalToNoiseRatio,FL,1,
1722,"(0022,1159)",Ophthalmic Axial Length Data Source Description,OphthalmicAxialLengthDataSourceDescription,LO,1,
1723,"(0022,1210)",Ophthalmic Axial Length Measurements Total Length Sequence,OphthalmicAxialLengthMeasurementsTotalLengthSequence,SQ,1,
1724,"(0022,1211)",Ophthalmic Axial Length Measurements Segmental Length Sequence,OphthalmicAxialLengthMeasurementsSegmentalLengthSequence,SQ,1,
1725,"(0022,1212)",Ophthalmic Axial Length Measurements Length Summation Sequence,OphthalmicAxialLengthMeasurementsLengthSummationSequence,SQ,1,
1726,"(0022,1220)",Ultrasound Ophthalmic Axial Length Measurements Sequence,UltrasoundOphthalmicAxialLengthMeasurementsSequence,SQ,1,
1727,"(0022,1225)",Optical Ophthalmic Axial Length Measurements Sequence,OpticalOphthalmicAxialLengthMeasurementsSequence,SQ,1,
1728,"(0022,1230)",Ultrasound Selected Ophthalmic Axial Length Sequence,UltrasoundSelectedOphthalmicAxialLengthSequence,SQ,1,
1729,"(0022,1250)",Ophthalmic Axial Length Selection Method Code Sequence,OphthalmicAxialLengthSelectionMethodCodeSequence,SQ,1,
1730,"(0022,1255)",Optical Selected Ophthalmic Axial Length Sequence,OpticalSelectedOphthalmicAxialLengthSequence,SQ,1,
1731,"(0022,1257)",Selected Segmental Ophthalmic Axial Length Sequence,SelectedSegmentalOphthalmicAxialLengthSequence,SQ,1,
1732,"(0022,1260)",Selected Total Ophthalmic Axial Length Sequence,SelectedTotalOphthalmicAxialLengthSequence,SQ,1,
1733,"(0022,1262)",Ophthalmic Axial Length Quality Metric Sequence,OphthalmicAxialLengthQualityMetricSequence,SQ,1,
1734,"(0022,1265)",Ophthalmic Axial Length Quality Metric Type Code Sequence,OphthalmicAxialLengthQualityMetricTypeCodeSequence,SQ,1,RET
1735,"(0022,1273)",Ophthalmic Axial Length Quality Metric Type Description,OphthalmicAxialLengthQualityMetricTypeDescription,LO,1,RET (2011)
1736,"(0022,1300)",Intraocular Lens Calculations Right Eye Sequence,IntraocularLensCalculationsRightEyeSequence,SQ,1,
1737,"(0022,1310)",Intraocular Lens Calculations Left Eye Sequence,IntraocularLensCalculationsLeftEyeSequence,SQ,1,
1738,"(0022,1330)",Referenced Ophthalmic Axial Length Measurement QC Image Sequence,ReferencedOphthalmicAxialLengthMeasurementQCImageSequence,SQ,1,
1739,"(0022,1415)",Ophthalmic Mapping Device Type,OphthalmicMappingDeviceType,CS,1,
1740,"(0022,1420)",Acquisition Method Code Sequence,AcquisitionMethodCodeSequence,SQ,1,
1741,"(0022,1423)",Acquisition Method Algorithm Sequence,AcquisitionMethodAlgorithmSequence,SQ,1,
1742,"(0022,1436)",Ophthalmic Thickness Map Type Code Sequence,OphthalmicThicknessMapTypeCodeSequence,SQ,1,
1743,"(0022,1443)",Ophthalmic Thickness Mapping Normals Sequence,OphthalmicThicknessMappingNormalsSequence,SQ,1,
1744,"(0022,1445)",Retinal Thickness Definition Code Sequence,RetinalThicknessDefinitionCodeSequence,SQ,1,
1745,"(0022,1450)",Pixel Value Mapping to Coded Concept Sequence,PixelValueMappingToCodedConceptSequence,SQ,1,
1746,"(0022,1452)",Mapped Pixel Value,MappedPixelValue,US or SS,1,
1747,"(0022,1454)",Pixel Value Mapping Explanation,PixelValueMappingExplanation,LO,1,
1748,"(0022,1458)",Ophthalmic Thickness Map Quality Threshold Sequence,OphthalmicThicknessMapQualityThresholdSequence,SQ,1,
1749,"(0022,1460)",Ophthalmic Thickness Map Threshold Quality Rating,OphthalmicThicknessMapThresholdQualityRating,FL,1,
1750,"(0022,1463)",Anatomic Structure Reference Point,AnatomicStructureReferencePoint,FL,2,
1751,"(0022,1465)",Registration to Localizer Sequence,RegistrationToLocalizerSequence,SQ,1,
1752,"(0022,1466)",Registered Localizer Units,RegisteredLocalizerUnits,CS,1,
1753,"(0022,1467)",Registered Localizer Top Left Hand Corner,RegisteredLocalizerTopLeftHandCorner,FL,2,
1754,"(0022,1468)",Registered Localizer Bottom Right Hand Corner,RegisteredLocalizerBottomRightHandCorner,FL,2,
1755,"(0022,1470)",Ophthalmic Thickness Map Quality Rating Sequence,OphthalmicThicknessMapQualityRatingSequence,SQ,1,
1756,"(0022,1472)",Relevant OPT Attributes Sequence,RelevantOPTAttributesSequence,SQ,1,
1757,"(0022,1512)",Transformation Method Code Sequence,TransformationMethodCodeSequence,SQ,1,
1758,"(0022,1513)",Transformation Algorithm Sequence,TransformationAlgorithmSequence,SQ,1,
1759,"(0022,1515)",Ophthalmic Axial Length Method,OphthalmicAxialLengthMethod,CS,1,
1760,"(0022,1517)",Ophthalmic FOV,OphthalmicFOV,FL,1,
1761,"(0022,1518)",Two Dimensional to Three Dimensional Map Sequence,TwoDimensionalToThreeDimensionalMapSequence,SQ,1,
1762,"(0022,1525)",Wide Field Ophthalmic Photography Quality Rating Sequence,WideFieldOphthalmicPhotographyQualityRatingSequence,SQ,1,
1763,"(0022,1526)",Wide Field Ophthalmic Photography Quality Threshold Sequence,WideFieldOphthalmicPhotographyQualityThresholdSequence,SQ,1,
1764,"(0022,1527)",Wide Field Ophthalmic Photography Threshold Quality Rating,WideFieldOphthalmicPhotographyThresholdQualityRating,FL,1,
1765,"(0022,1528)",X Coordinates Center Pixel View Angle,XCoordinatesCenterPixelViewAngle,FL,1,
1766,"(0022,1529)",Y Coordinates Center Pixel View Angle,YCoordinatesCenterPixelViewAngle,FL,1,
1767,"(0022,1530)",Number of Map Points,NumberOfMapPoints,UL,1,
1768,"(0022,1531)",Two Dimensional to Three Dimensional Map Data,TwoDimensionalToThreeDimensionalMapData,OF,1,
1769,"(0022,1612)",Derivation Algorithm Sequence,DerivationAlgorithmSequence,SQ,1,
1770,"(0022,1615)",Ophthalmic Image Type Code Sequence,OphthalmicImageTypeCodeSequence,SQ,1,
1771,"(0022,1616)",Ophthalmic Image Type Description,OphthalmicImageTypeDescription,LO,1,
1772,"(0022,1618)",Scan Pattern Type Code Sequence,ScanPatternTypeCodeSequence,SQ,1,
1773,"(0022,1620)",Referenced Surface Mesh Identification Sequence,ReferencedSurfaceMeshIdentificationSequence,SQ,1,
1774,"(0022,1622)",Ophthalmic Volumetric Properties Flag,OphthalmicVolumetricPropertiesFlag,CS,1,
1775,"(0022,1624)",Ophthalmic Anatomic Reference Point X-Coordinate,OphthalmicAnatomicReferencePointXCoordinate,FL,1,
1776,"(0022,1626)",Ophthalmic Anatomic Reference Point Y-Coordinate,OphthalmicAnatomicReferencePointYCoordinate,FL,1,
1777,"(0022,1628)",Ophthalmic En Face Image Quality Rating Sequence,OphthalmicEnFaceImageQualityRatingSequence,SQ,1,
1778,"(0022,1630)",Quality Threshold,QualityThreshold,DS,1,
1779,"(0022,1640)",OCT B-scan Analysis Acquisition Parameters Sequence,OCTBscanAnalysisAcquisitionParametersSequence,SQ,1,
1780,"(0022,1642)",Number of B-scans Per Frame,NumberofBscansPerFrame,UL,1,
1781,"(0022,1643)",B-scan Slab Thickness,BscanSlabThickness,FL,1,
1782,"(0022,1644)",Distance Between B-scan Slabs,DistanceBetweenBscanSlabs,FL,1,
1783,"(0022,1645)",B-scan Cycle Time,BscanCycleTime,FL,1,
1784,"(0022,1646)",B-scan Cycle Time Vector,BscanCycleTimeVector,FL,1-n,
1785,"(0022,1649)",A-scan Rate,AscanRate,FL,1,
1786,"(0022,1650)",B-scan Rate,BscanRate,FL,1,
1787,"(0022,1658)",Surface Mesh Z-Pixel Offset,SurfaceMeshZPixelOffset,UL,1,
1788,"(0024,0010)",Visual Field Horizontal Extent,VisualFieldHorizontalExtent,FL,1,
1789,"(0024,0011)",Visual Field Vertical Extent,VisualFieldVerticalExtent,FL,1,
1790,"(0024,0012)",Visual Field Shape,VisualFieldShape,CS,1,
1791,"(0024,0016)",Screening Test Mode Code Sequence,ScreeningTestModeCodeSequence,SQ,1,
1792,"(0024,0018)",Maximum Stimulus Luminance,MaximumStimulusLuminance,FL,1,
1793,"(0024,0020)",Background Luminance,BackgroundLuminance,FL,1,
1794,"(0024,0021)",Stimulus Color Code Sequence,StimulusColorCodeSequence,SQ,1,
1795,"(0024,0024)",Background Illumination Color Code Sequence,BackgroundIlluminationColorCodeSequence,SQ,1,
1796,"(0024,0025)",Stimulus Area,StimulusArea,FL,1,
1797,"(0024,0028)",Stimulus Presentation Time,StimulusPresentationTime,FL,1,
1798,"(0024,0032)",Fixation Sequence,FixationSequence,SQ,1,
1799,"(0024,0033)",Fixation Monitoring Code Sequence,FixationMonitoringCodeSequence,SQ,1,
1800,"(0024,0034)",Visual Field Catch Trial Sequence,VisualFieldCatchTrialSequence,SQ,1,
1801,"(0024,0035)",Fixation Checked Quantity,FixationCheckedQuantity,US,1,
1802,"(0024,0036)",Patient Not Properly Fixated Quantity,PatientNotProperlyFixatedQuantity,US,1,
1803,"(0024,0037)",Presented Visual Stimuli Data Flag,PresentedVisualStimuliDataFlag,CS,1,
1804,"(0024,0038)",Number of Visual Stimuli,NumberOfVisualStimuli,US,1,
1805,"(0024,0039)",Excessive Fixation Losses Data Flag,ExcessiveFixationLossesDataFlag,CS,1,
1806,"(0024,0040)",Excessive Fixation Losses,ExcessiveFixationLosses,CS,1,
1807,"(0024,0042)",Stimuli Retesting Quantity,StimuliRetestingQuantity,US,1,
1808,"(0024,0044)",Comments on Patient's Performance of Visual Field,CommentsOnPatientPerformanceOfVisualField,LT,1,
1809,"(0024,0045)",False Negatives Estimate Flag,FalseNegativesEstimateFlag,CS,1,
1810,"(0024,0046)",False Negatives Estimate,FalseNegativesEstimate,FL,1,
1811,"(0024,0048)",Negative Catch Trials Quantity,NegativeCatchTrialsQuantity,US,1,
1812,"(0024,0050)",False Negatives Quantity,FalseNegativesQuantity,US,1,
1813,"(0024,0051)",Excessive False Negatives Data Flag,ExcessiveFalseNegativesDataFlag,CS,1,
1814,"(0024,0052)",Excessive False Negatives,ExcessiveFalseNegatives,CS,1,
1815,"(0024,0053)",False Positives Estimate Flag,FalsePositivesEstimateFlag,CS,1,
1816,"(0024,0054)",False Positives Estimate,FalsePositivesEstimate,FL,1,
